FNR,KNR,REG,TYP,HA0,LSK,STT,ITT,POS,TER,MAD,SAA
LH 1604 ,357593,DACNT ,CRJ9,RZE ,S,16.10.2023 11:10:00,16.10.2023 11:45:00,345N,2,SPL ,88
LH 9584 ,358851,TCSOO ,B738,ESB ,S,16.10.2023 11:10:00,16.10.2023 11:40:00,184 ,1,SPL ,88
A3 1518 ,358440,DAIUH ,A320,HAJ ,S,16.10.2023 11:10:00,16.10.2023 11:10:00,313 ,2,GH  ,88
AC 9214 ,356782,,A321,FRA ,L,16.10.2023 11:10:00,,,2,SPL ,03
AC 9266 ,356788,,CRJ9,LUX ,L,16.10.2023 11:10:00,,,2,SPL ,03
TP 7956 ,359197,DAIEI ,A21N,ATH ,S,16.10.2023 11:10:00,16.10.2023 11:43:00,302B,2,SPL ,88
TP 7886 ,359191,DAIBP ,A319,CGN ,S,16.10.2023 11:10:00,16.10.2023 11:15:00,247 ,2,SPL ,88
VJT 678 ,371810,9HPART,BE20,EDDH,S,16.10.2023 11:15:00,16.10.2023 11:05:00,593N, ,GH  ,88
UA 8938 ,359239,DAIEH ,A21N,LIS ,S,16.10.2023 11:15:00,16.10.2023 11:50:00,301A,2,GH  ,88
NH 6027 ,358931,DAIJJ ,A20N,MRS ,S,16.10.2023 11:15:00,16.10.2023 11:15:00,301B,2,GH  ,88
NH 6081 ,358941,DAIEH ,A21N,LIS ,S,16.10.2023 11:15:00,16.10.2023 11:50:00,301A,2,GH  ,88
PC 5032 ,357985,TCNCC ,A20N,AYT ,S,16.10.2023 11:15:00,16.10.2023 11:50:00,185 ,1,GH  ,88
EN 8251 ,357010,IADJU ,E195,TRN ,L,16.10.2023 11:15:00,16.10.2023 11:39:00,202B,2,SPL ,46
BT 5442 ,358622,SXNAB ,A21N,ATH ,S,16.10.2023 11:15:00,16.10.2023 11:35:00,311 ,2,SPL ,88
OS 7383 ,358992,DAIJJ ,A20N,MRS ,S,16.10.2023 11:15:00,16.10.2023 11:15:00,301B,2,SPL ,88
OS 7487 ,359004,DAIEH ,A21N,LIS ,S,16.10.2023 11:15:00,16.10.2023 11:50:00,301A,2,SPL ,88
UA 9173 ,359265,DAIZP ,A320,HAM ,S,16.10.2023 11:15:00,16.10.2023 11:30:00,223B,2,GH  ,88
UA 9475 ,359316,DAIJJ ,A20N,MRS ,S,16.10.2023 11:15:00,16.10.2023 11:15:00,301B,2,GH  ,88
LH 2262 ,357280,DAIJJ ,A20N,MRS ,S,16.10.2023 11:15:00,16.10.2023 11:15:00,301B,2,GH  ,88
LH 9447 ,357765,,E195,TRN ,L,16.10.2023 11:15:00,,,2,SPL ,03
SK 3264 ,359038,DAIEH ,A21N,LIS ,S,16.10.2023 11:15:00,16.10.2023 11:50:00,301A,2,SPL ,88
UA 9709 ,358352,,E195,TRN ,L,16.10.2023 11:15:00,,,2,GH  ,03
LH 5916 ,358790,SXNAB ,A21N,ATH ,S,16.10.2023 11:15:00,16.10.2023 11:35:00,311 ,2,GH  ,88
AC 9142 ,358495,DAIEH ,A21N,LIS ,S,16.10.2023 11:15:00,16.10.2023 11:50:00,301A,2,SPL ,88
LH 4924 ,358764,JA880A,B789,HND ,S,16.10.2023 11:15:00,16.10.2023 11:37:00,216 ,2,GH  ,88
SK 3772 ,359067,DAIJJ ,A20N,MRS ,S,16.10.2023 11:15:00,16.10.2023 11:15:00,301B,2,SPL ,88
TP 6720 ,359139,DAIEH ,A21N,LIS ,S,16.10.2023 11:15:00,16.10.2023 11:50:00,301A,2,SPL ,88
NH  218 ,357862,JA880A,B789,HND ,S,16.10.2023 11:15:00,16.10.2023 11:37:00,216 ,2,GH  ,88
A3 1568 ,358446,DAIZP ,A320,HAM ,S,16.10.2023 11:15:00,16.10.2023 11:30:00,223B,2,GH  ,88
SQ 2040 ,359088,DAIJJ ,A20N,MRS ,S,16.10.2023 11:15:00,16.10.2023 11:15:00,301B,2,GH  ,88
SQ 2222 ,359110,DAIZP ,A320,HAM ,S,16.10.2023 11:15:00,16.10.2023 11:30:00,223B,2,GH  ,88
SQ 2859 ,359121,SXNAB ,A21N,ATH ,S,16.10.2023 11:15:00,16.10.2023 11:35:00,311 ,2,GH  ,88
LH 1778 ,357327,DAIEH ,A21N,LIS ,S,16.10.2023 11:15:00,16.10.2023 11:50:00,301A,2,GH  ,88
AC 9416 ,358531,DAIJJ ,A20N,MRS ,S,16.10.2023 11:15:00,16.10.2023 11:15:00,301B,2,SPL ,88
TP 7678 ,359166,DAIZP ,A320,HAM ,S,16.10.2023 11:15:00,16.10.2023 11:30:00,223B,2,SPL ,88
AC 6050 ,358475,SXNAB ,A21N,ATH ,S,16.10.2023 11:15:00,16.10.2023 11:35:00,311 ,2,SPL ,88
AC 9033 ,358484,DAIZP ,A320,HAM ,S,16.10.2023 11:15:00,16.10.2023 11:30:00,223B,2,SPL ,88
LH 2058 ,357410,DAIZP ,A320,HAM ,S,16.10.2023 11:15:00,16.10.2023 11:30:00,223B,2,GH  ,88
A3  803 ,356673,SXNAB ,A21N,ATH ,S,16.10.2023 11:15:00,16.10.2023 11:35:00,311 ,2,GH  ,88
CA 6459 ,356933,,E195,TRN ,L,16.10.2023 11:15:00,,,2,GH  ,03
LH  413 ,386493,DAIHV ,A346,,N,16.10.2023 11:20:00,16.10.2023 11:42:00,M12W,,GH  ,49
SQ  328 ,386503,9VSMC ,A359,,N,16.10.2023 11:20:00,16.10.2023 12:15:00,222A,,GH  ,49
NH 6051 ,358936,DAIWK ,A320,NCE ,S,16.10.2023 11:20:00,16.10.2023 11:35:00,245 ,2,GH  ,88
NH 6073 ,358939,DAIWF ,A320,KRK ,S,16.10.2023 11:20:00,16.10.2023 11:30:00,248A,2,GH  ,88
UA 9290 ,358302,,A321,BCN ,L,16.10.2023 11:20:00,,,2,GH  ,03
UA 8766 ,359217,DAIWF ,A320,KRK ,S,16.10.2023 11:20:00,16.10.2023 11:30:00,248A,2,GH  ,88
UA 9481 ,359318,DAIWK ,A320,NCE ,S,16.10.2023 11:20:00,16.10.2023 11:35:00,245 ,2,GH  ,88
OS 7491 ,359005,DACNG ,CRJ9,POZ ,S,16.10.2023 11:20:00,16.10.2023 11:55:00,346N,2,SPL ,88
SQ 2239 ,358098,,A321,BCN ,L,16.10.2023 11:20:00,,,2,GH  ,03
LH 1636 ,357238,DACNG ,CRJ9,POZ ,S,16.10.2023 11:20:00,16.10.2023 11:55:00,346N,2,SPL ,88
SN 7133 ,359076,DAIWF ,A320,KRK ,S,16.10.2023 11:20:00,16.10.2023 11:30:00,248A,2,SPL ,88
AC 9259 ,358506,DAIWF ,A320,KRK ,S,16.10.2023 11:20:00,16.10.2023 11:30:00,248A,2,SPL ,88
LH 1809 ,357344,DAISJ ,A321,BCN ,L,16.10.2023 11:20:00,16.10.2023 11:34:00,308 ,2,GH  ,48
LO 5370 ,358868,DACNG ,CRJ9,POZ ,S,16.10.2023 11:20:00,16.10.2023 11:55:00,346N,2,GH  ,88
LO 5382 ,358870,DAIWF ,A320,KRK ,S,16.10.2023 11:20:00,16.10.2023 11:30:00,248A,2,GH  ,88
LX 3806 ,358883,DAIWF ,A320,KRK ,S,16.10.2023 11:20:00,16.10.2023 11:30:00,248A,2,SPL ,88
SQ 2026 ,359087,DAIWK ,A320,NCE ,S,16.10.2023 11:20:00,16.10.2023 11:35:00,245 ,2,GH  ,88
SQ 2146 ,359096,DAIWF ,A320,KRK ,S,16.10.2023 11:20:00,16.10.2023 11:30:00,248A,2,GH  ,88
SQ 2160 ,359098,DACNG ,CRJ9,POZ ,S,16.10.2023 11:20:00,16.10.2023 11:55:00,346N,2,GH  ,88
LH 1622 ,357333,DAIWF ,A320,KRK ,S,16.10.2023 11:20:00,16.10.2023 11:30:00,248A,2,GH  ,88
LH 2272 ,357569,DAIWK ,A320,NCE ,S,16.10.2023 11:20:00,16.10.2023 11:35:00,245 ,2,GH  ,88
AC 9400 ,358529,DAIWK ,A320,NCE ,S,16.10.2023 11:20:00,16.10.2023 11:35:00,245 ,2,SPL ,88
CA 6300 ,356930,,A321,BCN ,L,16.10.2023 11:20:00,,,2,GH  ,03
EI  353 ,356967,EILRH ,A21N,DUB ,S,16.10.2023 11:25:00,16.10.2023 11:20:00,111 ,1,SPL ,88
B6 6855 ,358615,EILRH ,A21N,DUB ,S,16.10.2023 11:25:00,16.10.2023 11:20:00,111 ,1,GH  ,88
LO 5388 ,358872,DACNR ,CRJ9,WRO ,S,16.10.2023 11:25:00,16.10.2023 12:05:00,347N,2,GH  ,88
LH 1630 ,357607,DACNR ,CRJ9,WRO ,S,16.10.2023 11:25:00,16.10.2023 12:05:00,347N,2,SPL ,88
SQ 2200 ,359107,DACNR ,CRJ9,WRO ,S,16.10.2023 11:25:00,16.10.2023 12:05:00,347N,2,GH  ,88
DL  023 ,356955,828MH ,B764,DTW ,S,16.10.2023 11:30:00,16.10.2023 11:30:00,162 ,1,GH  ,88
AC 3945 ,371789,13014 ,B78X,ORD ,S,16.10.2023 11:30:00,16.10.2023 11:30:00,207A,2,SPL ,88
NH 5861 ,358928,DAISD ,A321,BUD ,S,16.10.2023 11:30:00,16.10.2023 11:55:00,208 ,2,GH  ,88
LH 2014 ,357678,DAILW ,A319,DUS ,S,16.10.2023 11:30:00,16.10.2023 11:45:00,205B,2,GH  ,88
PC 1019 ,357982,TCRBU ,A21N,SAW ,L,16.10.2023 11:30:00,16.10.2023 11:36:00,188 ,1,GH  ,46
UA 9038 ,359253,DAISD ,A321,BUD ,S,16.10.2023 11:30:00,16.10.2023 11:55:00,208 ,2,GH  ,88
AC 9631 ,358572,DAILW ,A319,DUS ,S,16.10.2023 11:30:00,16.10.2023 11:45:00,205B,2,SPL ,88
AF 3604 ,358586,828MH ,B764,DTW ,S,16.10.2023 11:30:00,16.10.2023 11:30:00,162 ,1,SPL ,88
UA 9177 ,359267,DAILW ,A319,DUS ,S,16.10.2023 11:30:00,16.10.2023 11:45:00,205B,2,GH  ,88
KL 6052 ,358701,828MH ,B764,DTW ,S,16.10.2023 11:30:00,16.10.2023 11:30:00,162 ,1,SPL ,88
SK 3564 ,359048,DAISD ,A321,BUD ,S,16.10.2023 11:30:00,16.10.2023 11:55:00,208 ,2,SPL ,88
VS 4050 ,359352,828MH ,B764,DTW ,S,16.10.2023 11:30:00,16.10.2023 11:30:00,162 ,1,GH  ,88
TP 7772 ,359180,DAILW ,A319,DUS ,S,16.10.2023 11:30:00,16.10.2023 11:45:00,205B,2,SPL ,88
LH 9268 ,358821,13014 ,B78X,ORD ,S,16.10.2023 11:30:00,16.10.2023 11:30:00,207A,2,GH  ,88
UA  952 ,358227,13014 ,B78X,ORD ,S,16.10.2023 11:30:00,16.10.2023 11:30:00,207A,2,GH  ,88
LH 1676 ,357635,DAISD ,A321,BUD ,S,16.10.2023 11:30:00,16.10.2023 11:55:00,208 ,2,GH  ,88
AC 5975 ,358472,13014 ,B78X,ORD ,S,16.10.2023 11:30:00,16.10.2023 11:30:00,207A,2,SPL ,88
AC 9032 ,358483,DAISD ,A321,BUD ,S,16.10.2023 11:30:00,16.10.2023 11:55:00,208 ,2,SPL ,88
TP 7980 ,359202,DAISD ,A321,BUD ,S,16.10.2023 11:30:00,16.10.2023 11:55:00,208 ,2,SPL ,88
EN 8294 ,356991,IADJV ,E195,GOA ,S,16.10.2023 11:35:00,16.10.2023 13:05:00,244 ,2,SPL ,60
AV 6507 ,358610,DAINX ,A20N,MAD ,S,16.10.2023 11:35:00,16.10.2023 11:50:00,302A,2,SPL ,88
VY 5086 ,358376,,A319,MAD ,L,16.10.2023 11:35:00,,,1,SPL ,03
OS 7449 ,358999,DAINX ,A20N,MAD ,S,16.10.2023 11:35:00,16.10.2023 11:50:00,302A,2,SPL ,88
UA 9555 ,359325,DACND ,CRJ9,AOI ,S,16.10.2023 11:35:00,16.10.2023 11:50:00,512 ,2,GH  ,88
SK 3342 ,359045,DAINX ,A20N,MAD ,S,16.10.2023 11:35:00,16.10.2023 11:50:00,302A,2,SPL ,88
LH 1896 ,357498,DACND ,CRJ9,AOI ,S,16.10.2023 11:35:00,16.10.2023 11:50:00,512 ,2,SPL ,88
AC 9182 ,358497,DAINX ,A20N,MAD ,S,16.10.2023 11:35:00,16.10.2023 11:50:00,302A,2,SPL ,88
LH 6920 ,358805,,E195,GOA ,S,16.10.2023 11:35:00,,,2,SPL ,53
LH 1802 ,357561,DAINX ,A20N,MAD ,S,16.10.2023 11:35:00,16.10.2023 11:50:00,302A,2,GH  ,88
LH 1696 ,357609,DACNH ,CRJ9,LJU ,S,16.10.2023 11:35:00,16.10.2023 12:15:00,343N,2,SPL ,88
AA 8670 ,356737,,A319,MAD ,L,16.10.2023 11:35:00,,,1,SPL ,03
IB 3190 ,357107,ECJEI ,A319,MAD ,L,16.10.2023 11:35:00,16.10.2023 11:41:00,121 ,1,SPL ,48
BT 5175 ,356913,,A319,MAD ,L,16.10.2023 11:35:00,,,1,SPL ,03
EN 8070 ,357034,IADJP ,E195,GVA ,S,16.10.2023 11:40:00,16.10.2023 13:25:00,512S,2,SPL ,60
EN 8730 ,357005,IADJX ,E195,DRS ,S,16.10.2023 11:40:00,16.10.2023 12:55:00,518S,2,SPL ,72
EN 8240 ,356985,IADJT ,E195,BLQ ,S,16.10.2023 11:40:00,16.10.2023 12:45:00,519S,2,SPL ,86
UA 9432 ,359302,DACNA ,CRJ9,GRZ ,S,16.10.2023 11:40:00,16.10.2023 12:15:00,514S,2,GH  ,88
UA 9494 ,359322,DACNU ,CRJ9,PAD ,S,16.10.2023 11:40:00,16.10.2023 12:10:00,342N,2,GH  ,88
UA 9704 ,359336,,E195,BLQ ,S,16.10.2023 11:40:00,,,2,GH  ,53
SQ 2163 ,358085,,A320,DUS ,L,16.10.2023 11:40:00,,,2,GH  ,03
SN 2644 ,358047,OOSSS ,A319,BRU ,S,16.10.2023 11:40:00,16.10.2023 12:00:00,323 ,2,SPL ,88
OS 7286 ,358983,DACNA ,CRJ9,GRZ ,S,16.10.2023 11:40:00,16.10.2023 12:15:00,514S,2,SPL ,88
SK 8528 ,359070,DACNA ,CRJ9,GRZ ,S,16.10.2023 11:40:00,16.10.2023 12:15:00,514S,2,SPL ,88
TP 7773 ,358191,,A320,DUS ,L,16.10.2023 11:40:00,,,2,SPL ,03
LH 7438 ,358816,,E195,DRS ,S,16.10.2023 11:40:00,,,2,SPL ,53
LH 7995 ,358820,204UA ,B772,SFO ,S,16.10.2023 11:40:00,16.10.2023 12:23:00,209B,2,GH  ,88
LH 2178 ,357550,DACNU ,CRJ9,PAD ,S,16.10.2023 11:40:00,16.10.2023 12:10:00,342N,2,SPL ,88
LH 9432 ,358826,,E195,GVA ,S,16.10.2023 11:40:00,,,2,SPL ,53
LH 9482 ,358844,,E195,BLQ ,S,16.10.2023 11:40:00,,,2,SPL ,53
LH 2342 ,357615,DACNA ,CRJ9,GRZ ,S,16.10.2023 11:40:00,16.10.2023 12:15:00,514S,2,SPL ,88
UA 8722 ,358235,,A320,DUS ,L,16.10.2023 11:40:00,,,2,GH  ,03
LH 5624 ,358780,OOSSS ,A319,BRU ,S,16.10.2023 11:40:00,16.10.2023 12:00:00,323 ,2,GH  ,88
LH 2007 ,357447,DAIUD ,A320,DUS ,L,16.10.2023 11:40:00,16.10.2023 11:38:00,310 ,2,GH  ,46
SQ 2808 ,359119,OOSSS ,A319,BRU ,S,16.10.2023 11:40:00,16.10.2023 12:00:00,323 ,2,GH  ,88
UA  195 ,358221,204UA ,B772,SFO ,S,16.10.2023 11:40:00,16.10.2023 12:23:00,209B,2,GH  ,88
TG 7617 ,358116,,A320,DUS ,L,16.10.2023 11:40:00,,,2,GH  ,03
AC 5659 ,358470,204UA ,B772,SFO ,S,16.10.2023 11:40:00,16.10.2023 12:23:00,209B,2,SPL ,88
AC 6317 ,358477,OOSSS ,A319,BRU ,S,16.10.2023 11:40:00,16.10.2023 12:00:00,323 ,2,SPL ,88
AC 6385 ,358478,OOSSS ,A319,BRU ,S,16.10.2023 11:40:00,16.10.2023 12:00:00,323 ,2,SPL ,88
AC 7352 ,358480,,E195,BLQ ,S,16.10.2023 11:40:00,,,2,SPL ,53
CA  961 ,386476,B2047 ,B77W,,F,16.10.2023 11:45:00,16.10.2023 12:10:00,371 ,,GH  ,88
EN 8308 ,357020,IADJO ,E195,OLB ,S,16.10.2023 11:45:00,16.10.2023 12:35:00,517S,2,SPL ,88
UA 8776 ,359219,,A20N,ZRH ,S,16.10.2023 11:45:00,,,2,GH  ,53
JL 6529 ,357118,GEUOF ,A319,LHR ,L,16.10.2023 11:45:00,16.10.2023 11:29:00,112 ,1,GH  ,49
LH 3805 ,357686,,BUS ,NUE ,L,16.10.2023 11:45:00,,,2,GH  ,03
LH 2368 ,357532,DAIBM ,A319,ZRH ,S,16.10.2023 11:45:00,16.10.2023 13:30:00,223B,2,GH  ,60
AC 9125 ,358494,,A20N,ZRH ,S,16.10.2023 11:45:00,,,2,SPL ,53
EW 1994 ,357056,DAEWN ,A320,PMI ,S,16.10.2023 11:45:00,16.10.2023 11:45:00,120 ,1,SPL ,88
LX 3621 ,358878,,A20N,ZRH ,S,16.10.2023 11:45:00,,,2,SPL ,53
LH 9516 ,358848,IADJO ,E195,OLB ,S,16.10.2023 11:45:00,16.10.2023 12:35:00,517S,2,SPL ,88
AA 6543 ,356730,GEUOF ,A319,LHR ,L,16.10.2023 11:45:00,16.10.2023 11:29:00,112 ,1,SPL ,49
BA  950 ,356895,GEUOF ,A319,LHR ,L,16.10.2023 11:45:00,16.10.2023 11:29:00,112 ,1,SPL ,49
CX 7167 ,356939,GEUOF ,A319,LHR ,L,16.10.2023 11:45:00,16.10.2023 11:29:00,112 ,1,GH  ,49
AM 6639 ,358603,PHBXG ,B738,AMS ,S,16.10.2023 11:50:00,16.10.2023 12:04:00,119 ,1,GH  ,88
LH 2474 ,357666,DAINT ,A20N,LHR ,S,16.10.2023 11:50:00,16.10.2023 12:25:00,217B,2,GH  ,88
LH 5377 ,357710,,A20N,HAM ,L,16.10.2023 11:50:00,,,1,GH  ,01
UA 8851 ,358249,,A20N,LHR ,L,16.10.2023 11:50:00,,,2,GH  ,03
UA 9083 ,359255,DACNN ,CRJ9,STR ,S,16.10.2023 11:50:00,16.10.2023 12:30:00,349 ,2,GH  ,88
MF 9380 ,358895,PHBXG ,B738,AMS ,S,16.10.2023 11:50:00,16.10.2023 12:04:00,119 ,1,GH  ,88
UA 8553 ,359209,CGKUG ,A333,YYZ ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,249A,2,GH  ,88
KL 1794 ,357130,PHBXG ,B738,AMS ,S,16.10.2023 11:50:00,16.10.2023 12:04:00,119 ,1,SPL ,88
UA 9411 ,359300,DAIUC ,A320,BRE ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,312 ,2,GH  ,88
UA 9440 ,359304,DAINT ,A20N,LHR ,S,16.10.2023 11:50:00,16.10.2023 12:25:00,217B,2,GH  ,88
GA 9231 ,358681,PHBXG ,B738,AMS ,S,16.10.2023 11:50:00,16.10.2023 12:04:00,119 ,1,GH  ,88
OS 8209 ,359008,CGKUG ,A333,YYZ ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,249A,2,SPL ,88
OU 5439 ,359017,DAIBA ,A319,ZAG ,S,16.10.2023 11:50:00,16.10.2023 12:05:00,309 ,2,GH  ,88
OU 5928 ,359022,CGKUG ,A333,YYZ ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,249A,2,GH  ,88
UL 2336 ,359342,A6BMC ,B78X,AUH ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,110 ,1,GH  ,88
LH 1726 ,357489,DAIBA ,A319,ZAG ,S,16.10.2023 11:50:00,16.10.2023 12:05:00,309 ,2,GH  ,88
LH 2192 ,357540,DAIUC ,A320,BRE ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,312 ,2,GH  ,88
XY 3006 ,359367,A6BMC ,B78X,AUH ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,110 ,1,GH  ,88
KM 2852 ,358706,DAIUC ,A320,BRE ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,312 ,2,GH  ,88
KQ 1794 ,358712,PHBXG ,B738,AMS ,S,16.10.2023 11:50:00,16.10.2023 12:04:00,119 ,1,GH  ,88
SK 3290 ,359040,DAIBA ,A319,ZAG ,S,16.10.2023 11:50:00,16.10.2023 12:05:00,309 ,2,SPL ,88
DL 9581 ,358663,PHBXG ,B738,AMS ,S,16.10.2023 11:50:00,16.10.2023 12:04:00,119 ,1,GH  ,88
LH 6790 ,358804,CGKUG ,A333,YYZ ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,249A,2,GH  ,88
TP 7742 ,359174,DAIUC ,A320,BRE ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,312 ,2,SPL ,88
AC 9043 ,358487,DAIUC ,A320,BRE ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,312 ,2,SPL ,88
EY  006 ,357076,A6BMC ,B78X,AUH ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,110 ,1,GH  ,88
LH 2471 ,357652,DAINO ,A20N,LHR ,L,16.10.2023 11:50:00,16.10.2023 12:38:00,247 ,2,GH  ,39
TP 7662 ,359164,DACNN ,CRJ9,STR ,S,16.10.2023 11:50:00,16.10.2023 12:30:00,349 ,2,SPL ,88
EW 7172 ,357063,DAENG ,A20N,HAM ,L,16.10.2023 11:50:00,16.10.2023 11:58:00,118 ,1,SPL ,39
A3 1604 ,358453,DAINT ,A20N,LHR ,S,16.10.2023 11:50:00,16.10.2023 12:25:00,217B,2,GH  ,88
A3 3084 ,358458,CGKUG ,A333,YYZ ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,249A,2,GH  ,88
SQ 2154 ,359097,DAIUC ,A320,BRE ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,312 ,2,GH  ,88
LH 2146 ,357585,DACNN ,CRJ9,STR ,S,16.10.2023 11:50:00,16.10.2023 12:30:00,349 ,2,SPL ,88
LH 9659 ,358856,A6BMC ,B78X,AUH ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,110 ,1,GH  ,88
AC 9014 ,358482,DAIBA ,A319,ZAG ,S,16.10.2023 11:50:00,16.10.2023 12:05:00,309 ,2,SPL ,88
AC  837 ,356739,CGKUG ,A333,YYZ ,S,16.10.2023 11:50:00,16.10.2023 11:50:00,249A,2,SPL ,88
TP 7988 ,359203,DAIBA ,A319,ZAG ,S,16.10.2023 11:50:00,16.10.2023 12:05:00,309 ,2,SPL ,88
LH  715 ,389410,DAIXI ,A359,,F,16.10.2023 11:50:00,16.10.2023 11:48:00,H18T,,GH  ,88
AC 3944 ,371788,648UA ,B763,IAH ,S,16.10.2023 11:55:00,16.10.2023 12:00:00,164 ,2,SPL ,88
AI 8764 ,358591,DAIVA ,A359,BOM ,S,16.10.2023 11:55:00,16.10.2023 11:55:00,250 ,2,GH  ,88
UA 9459 ,359312,DAIXJ ,A359,DEN ,S,16.10.2023 11:55:00,16.10.2023 12:20:00,201 ,2,GH  ,88
LH  766 ,357230,DAIVA ,A359,BOM ,S,16.10.2023 11:55:00,16.10.2023 11:55:00,250 ,2,GH  ,88
SK 3394 ,359047,DAIVA ,A359,BOM ,S,16.10.2023 11:55:00,16.10.2023 11:55:00,250 ,2,SPL ,88
LH  480 ,357203,DAIXJ ,A359,DEN ,S,16.10.2023 11:55:00,16.10.2023 12:20:00,201 ,2,GH  ,88
LH 7902 ,358819,648UA ,B763,IAH ,S,16.10.2023 11:55:00,16.10.2023 12:00:00,164 ,2,GH  ,88
AC 9586 ,358560,DAIVA ,A359,BOM ,S,16.10.2023 11:55:00,16.10.2023 11:55:00,250 ,2,SPL ,88
UA  160 ,358219,648UA ,B763,IAH ,S,16.10.2023 11:55:00,16.10.2023 12:00:00,164 ,2,GH  ,88
AC 5993 ,358474,648UA ,B763,IAH ,S,16.10.2023 11:55:00,16.10.2023 12:00:00,164 ,2,SPL ,88
GQ  870 ,357103,SXTEC ,A20N,ATH ,L,16.10.2023 11:55:00,16.10.2023 12:12:00,116 ,1,GH  ,46
CA  961 ,386477,B2047 ,B77W,,N,16.10.2023 12:00:00,16.10.2023 12:20:00,216 ,,GH  ,49
NH 6069 ,358938,,A319,PRG ,S,16.10.2023 12:00:00,,,2,GH  ,53
EN 8210 ,357011,IADJU ,E195,VRN ,S,16.10.2023 12:00:00,16.10.2023 12:30:00,202B,2,SPL ,86
LH 1690 ,357523,DAIJH ,A20N,PRG ,S,16.10.2023 12:00:00,16.10.2023 12:45:00,325 ,2,GH  ,86
JL 6826 ,358692,OHLTU ,A333,HEL ,S,16.10.2023 12:00:00,16.10.2023 12:00:00,117A,1,GH  ,88
SQ 2177 ,358089,,CRJ9,BER ,L,16.10.2023 12:00:00,,,2,GH  ,03
UA 9250 ,359284,,A319,PRG ,S,16.10.2023 12:00:00,,,2,GH  ,53
LH  105 ,357173,DAISQ ,A321,FRA ,S,16.10.2023 12:00:00,16.10.2023 12:15:00,215A,2,SPL ,88
LH 1794 ,357487,DAIRN ,A321,PMI ,S,16.10.2023 12:00:00,16.10.2023 12:20:00,220B,2,GH  ,80
LH 1938 ,358731,DAIDH ,A321,BER ,S,16.10.2023 12:00:00,16.10.2023 14:00:00,210B,2,GH  ,59
SQ 2161 ,358084,,A321,HAM ,L,16.10.2023 12:00:00,,,2,GH  ,03
KM 2830 ,358705,,A321,BER ,S,16.10.2023 12:00:00,,,2,GH  ,53
LH 2055 ,357468,DAIDH ,A321,HAM ,L,16.10.2023 12:00:00,16.10.2023 13:24:00,210B,2,GH  ,15
CA 6458 ,358645,,E195,VRN ,S,16.10.2023 12:00:00,,,2,GH  ,53
DE 1584 ,358658,DAICU ,A320,TFS ,S,16.10.2023 12:00:00,16.10.2023 12:25:00,189 ,1,GH  ,88
NH 6857 ,358966,,E195,VRN ,S,16.10.2023 12:00:00,,,2,GH  ,53
CA 6040 ,358627,DAISQ ,A321,FRA ,S,16.10.2023 12:00:00,16.10.2023 12:15:00,215A,2,GH  ,88
AC 9191 ,358498,,A319,PRG ,S,16.10.2023 12:00:00,,,2,SPL ,53
AC 9337 ,358519,DAISQ ,A321,FRA ,S,16.10.2023 12:00:00,16.10.2023 12:15:00,215A,2,SPL ,88
AC 9339 ,358520,,A321,BER ,S,16.10.2023 12:00:00,,,2,SPL ,53
LH 9464 ,358837,,E195,VRN ,S,16.10.2023 12:00:00,,,2,SPL ,53
TK 7738 ,358135,TCLUM ,A21N,SAW ,L,16.10.2023 12:00:00,16.10.2023 12:23:00,111 ,1,GH  ,39
TG 7627 ,359124,DAISQ ,A321,FRA ,S,16.10.2023 12:00:00,16.10.2023 12:15:00,215A,2,GH  ,88
TG 7625 ,358117,,A321,HAM ,L,16.10.2023 12:00:00,,,2,GH  ,03
TG 7845 ,358120,,CRJ9,BER ,L,16.10.2023 12:00:00,,,2,GH  ,03
TP 7691 ,358181,,A321,HAM ,L,16.10.2023 12:00:00,,,2,SPL ,03
TP 7729 ,358186,,CRJ9,BER ,L,16.10.2023 12:00:00,,,2,SPL ,03
AC 7374 ,358481,,E195,VRN ,S,16.10.2023 12:00:00,,,2,SPL ,53
CA 6116 ,356922,,CRJ9,BER ,L,16.10.2023 12:00:00,,,2,GH  ,03
TP 7942 ,359195,,A319,PRG ,S,16.10.2023 12:00:00,,,2,SPL ,53
LH 1935 ,357413,DACNO ,CRJ9,BER ,L,16.10.2023 12:00:00,16.10.2023 13:25:00,231 ,2,SPL ,15
AY 1402 ,356886,OHLTU ,A333,HEL ,S,16.10.2023 12:00:00,16.10.2023 12:00:00,117A,1,SPL ,88
