FNR,KNR,REG,TYP,HA0,LSK,STT,ITT,POS,TER,MAD,SAA
OS 7417 ,358994,,A319,TSR ,S,16.10.2023 20:10:00,,,2,SPL ,53
OS 7445 ,358997,,A20N,HEL ,S,16.10.2023 20:10:00,,,2,SPL ,53
MF 9979 ,357840,,E190,AMS ,L,16.10.2023 20:10:00,,,1,GH  ,01
UA 9589 ,359329,,A319,TSR ,S,16.10.2023 20:10:00,,,2,GH  ,53
A3 1408 ,358421,,CRJ9,AMS ,S,16.10.2023 20:10:00,,,2,GH  ,53
LH 1646 ,357502,DACNJ ,CRJ9,GDN ,S,16.10.2023 20:10:00,,234 ,2,SPL ,53
LH  118 ,357186,DAIQS ,A320,FRA ,L,16.10.2023 20:10:00,,208 ,2,SPL ,03
SQ 2064 ,358074,,A320,FRA ,L,16.10.2023 20:10:00,,,2,GH  ,03
LH 2310 ,357272,DACNQ ,CRJ9,AMS ,S,16.10.2023 20:10:00,,233 ,2,SPL ,53
WY 5434 ,358392,,E190,AMS ,L,16.10.2023 20:10:00,,,1,GH  ,01
WY 5255 ,359357,,CRJ9,AMS ,S,16.10.2023 20:10:00,,,2,GH  ,53
WY 5269 ,359358,,A20N,HEL ,S,16.10.2023 20:10:00,,,2,GH  ,53
SK 3748 ,359066,,A20N,SOF ,S,16.10.2023 20:10:00,,,2,SPL ,53
LH 2466 ,357565,DAIJJ ,A20N,HEL ,S,16.10.2023 20:10:00,,246 ,2,GH  ,53
LO 5372 ,358869,,CRJ9,GDN ,S,16.10.2023 20:10:00,,,2,GH  ,53
NH 5420 ,357865,,A320,FRA ,L,16.10.2023 20:10:00,,,2,GH  ,03
TP 7546 ,359153,,A20N,SOF ,S,16.10.2023 20:10:00,,,2,SPL ,53
LH 1706 ,357659,DAINV ,A20N,SOF ,S,16.10.2023 20:10:00,,220B,2,GH  ,53
LH 1660 ,357580,DAILS ,A319,TSR ,S,16.10.2023 20:10:00,,217B,2,GH  ,53
A3 1468 ,358426,,A20N,HEL ,S,16.10.2023 20:10:00,,,2,GH  ,53
CA 6021 ,356917,,A320,FRA ,L,16.10.2023 20:10:00,,,2,GH  ,03
TP 7926 ,359194,,A20N,HEL ,S,16.10.2023 20:10:00,,,2,SPL ,53
GA 9288 ,357099,,E190,AMS ,L,16.10.2023 20:10:00,,,1,GH  ,01
AM 6452 ,356875,,E190,AMS ,L,16.10.2023 20:10:00,,,1,GH  ,01
LH 2076 ,357420,DAIDM ,A321,HAM ,S,16.10.2023 20:15:00,,209A,2,GH  ,53
LH 5381 ,357711,,A319,HAM ,L,16.10.2023 20:15:00,,,1,GH  ,01
QR 4704 ,357996,,A321,BCN ,L,16.10.2023 20:15:00,,,1,GH  ,01
VY 1816 ,358372,ECNYC ,A21N,BCN ,L,16.10.2023 20:15:00,,120 ,1,SPL ,03
LA 5852 ,357161,,A321,BCN ,L,16.10.2023 20:15:00,,,1,GH  ,01
TP 7572 ,359158,,A321,HAM ,S,16.10.2023 20:15:00,,,2,SPL ,53
EW 7176 ,357065,DAGWK ,A319,HAM ,L,16.10.2023 20:15:00,,117B,1,SPL ,03
A3 1566 ,358445,,A321,HAM ,S,16.10.2023 20:15:00,,,2,GH  ,53
IB 5084 ,357112,,A321,BCN ,L,16.10.2023 20:15:00,,,1,SPL ,03
LH 5631 ,357716,,A320,BRU ,L,16.10.2023 20:20:00,,,2,GH  ,01
LH 5751 ,357721,,BCS3,ZRH ,L,16.10.2023 20:20:00,,,2,SPL ,03
SN 2647 ,358050,OOSNE ,A320,BRU ,L,16.10.2023 20:20:00,,310 ,2,SPL ,03
LX 1110 ,357814,HBJBI ,BCS1,ZRH ,L,16.10.2023 20:20:00,,313 ,2,SPL ,03
WY 5291 ,359360,,CRJX,WAW ,S,16.10.2023 20:20:00,,,2,GH  ,53
LO 5356 ,358866,,CRJX,WAW ,S,16.10.2023 20:20:00,,,2,GH  ,53
LH 1616 ,357597,EIHID ,CRJX,WAW ,S,16.10.2023 20:20:00,,518S,2,SPL ,53
A3 1507 ,358438,,CRJX,WAW ,S,16.10.2023 20:20:00,,,2,GH  ,53
LH 1919 ,357405,DAIWH ,A320,CAG ,L,16.10.2023 20:20:00,,254 ,2,GH  ,03
LH 1753 ,386558,DAIDN ,A321,,F,16.10.2023 20:25:00,15.10.2023 18:30:00,329 ,,GH  ,99
EJU4277 ,356970,OELQI ,A319,NAP ,L,16.10.2023 20:25:00,,121 ,1,SPL ,03
LH 1705 ,357299,DAIUC ,A320,SOF ,L,16.10.2023 20:25:00,,256 ,2,GH  ,03
LH 1821 ,357355,DAIRL ,A321,IBZ ,L,16.10.2023 20:25:00,,324 ,2,GH  ,03
TP 7549 ,358164,,A319,SOF ,L,16.10.2023 20:25:00,,,2,SPL ,03
BA  955 ,356900,GDBCF ,A319,LHR ,S,16.10.2023 20:25:00,,111 ,1,SPL ,53
LH  481 ,389417,DAIXP ,A359,,F,16.10.2023 20:25:00,16.10.2023 17:45:00,601 ,,GH  ,99
AM 6193 ,358597,,BCS3,CDG ,S,16.10.2023 20:30:00,,,1,GH  ,53
MK 9405 ,358903,,BCS3,CDG ,S,16.10.2023 20:30:00,,,1,GH  ,53
LH 1653 ,357265,DAIEJ ,A21N,OTP ,L,16.10.2023 20:30:00,,301B,2,GH  ,03
WY 5260 ,358383,,A320,BCN ,L,16.10.2023 20:30:00,,,2,GH  ,03
UA 9702 ,359335,,E195,BLQ ,S,16.10.2023 20:30:00,,,2,GH  ,53
LH 2069 ,357480,DAIDN ,A321,HAM ,L,16.10.2023 20:30:00,,216 ,2,GH  ,03
TP 7895 ,358202,,A321,HAM ,L,16.10.2023 20:30:00,,,2,SPL ,03
TP 7903 ,358203,,CRJ9,CGN ,L,16.10.2023 20:30:00,,,2,SPL ,03
TP 7927 ,358205,,A21N,OTP ,L,16.10.2023 20:30:00,,,2,SPL ,03
LH 1817 ,357352,DAIWE ,A320,BCN ,L,16.10.2023 20:30:00,,251B,2,GH  ,03
EN 8244 ,357375,IADJO ,E195,BLQ ,S,16.10.2023 20:30:00,,317B,2,SPL ,53
LH 1985 ,357440,DACNW ,CRJ9,CGN ,L,16.10.2023 20:30:00,,342N,2,SPL ,03
OU 5429 ,357970,,A321,HAM ,L,16.10.2023 20:30:00,,,2,GH  ,03
LH 9486 ,358845,,E195,BLQ ,S,16.10.2023 20:30:00,,,2,SPL ,53
AF 1023 ,356856,FHZUU ,BCS3,CDG ,S,16.10.2023 20:30:00,,118 ,1,SPL ,53
EI  357 ,356969,,A320,DUB ,S,16.10.2023 20:35:00,,115A,1,SPL ,53
LH 2511 ,357676,DAIJH ,A20N,BHX ,L,16.10.2023 20:35:00,,302A,2,GH  ,03
B6 6857 ,358616,,A320,DUB ,S,16.10.2023 20:35:00,,,1,GH  ,53
X3 4283 ,358399,DATUJ ,B738,HER ,L,16.10.2023 20:35:00,,194 ,1,SPL ,03
SK 3683 ,358032,,A319,GOT ,L,16.10.2023 20:35:00,,,2,SPL ,03
LH 1871 ,357382,DAISD ,A321,FCO ,L,16.10.2023 20:35:00,,249A,2,GH  ,03
AA 7999 ,358463,,A320,DUB ,S,16.10.2023 20:35:00,,,1,SPL ,53
LH 2431 ,357626,DAILP ,A319,GOT ,L,16.10.2023 20:35:00,,247 ,2,GH  ,03
TP 7605 ,358170,,A319,GOT ,L,16.10.2023 20:35:00,,,2,SPL ,03
LH 1753 ,386559,DAIDN ,A321,FCO ,N,16.10.2023 20:40:00,15.10.2023 18:45:00,216 ,,GH  ,99
EN 8363 ,357035,IADJV ,E195,ORY ,L,16.10.2023 20:40:00,,211 ,2,SPL ,03
LH 2503 ,357670,DAILY ,A319,MAN ,L,16.10.2023 20:40:00,,223A,2,GH  ,03
LH 2533 ,357682,DAIUV ,A320,JMK ,L,16.10.2023 20:40:00,,308 ,2,GH  ,03
LH 9431 ,357758,,E195,ORY ,L,16.10.2023 20:40:00,,,2,SPL ,03
LH 2023 ,357459,DACNT ,CRJ9,DUS ,L,16.10.2023 20:40:00,,343N,2,SPL ,03
LH 2479 ,357660,DAIJA ,A20N,LHR ,L,16.10.2023 20:40:00,,209A,2,GH  ,03
OS 7222 ,357927,,A319,MAN ,L,16.10.2023 20:40:00,,,2,SPL ,03
NH 6142 ,357898,,A20N,LHR ,L,16.10.2023 20:40:00,,,2,GH  ,03
TP 7625 ,358174,,CRJ9,DUS ,L,16.10.2023 20:40:00,,,2,SPL ,03
A3 1481 ,356692,,A320,JMK ,L,16.10.2023 20:40:00,,,2,GH  ,03
AV 6524 ,356884,,A20N,LHR ,L,16.10.2023 20:40:00,,,2,SPL ,03
LH 1769 ,389346,DAIEE ,A21N,,F,16.10.2023 20:40:00,,H11D,,GH  ,53
LH  481 ,389418,DAIXP ,A359,PEK ,N,16.10.2023 20:40:00,16.10.2023 18:00:00,201 ,,GH  ,99
EK  051 ,356974,,A388,DXB ,L,16.10.2023 20:50:00,,113X,1,GH  ,01
KM 2953 ,357152,,A21N,CTA ,L,16.10.2023 20:50:00,,,2,GH  ,03
QF 8051 ,357991,,A388,DXB ,L,16.10.2023 20:50:00,,,1,GH  ,01
EW  087 ,357046,DAGWA ,A319,CGN ,S,16.10.2023 20:50:00,,116 ,1,SPL ,53
LH 6325 ,357735,,E195,VIE ,L,16.10.2023 20:50:00,,,2,SPL ,03
LH 1909 ,357399,DAIEL ,A21N,CTA ,L,16.10.2023 20:50:00,,220A,2,GH  ,03
LH 1829 ,357362,DAILW ,A319,BIO ,L,16.10.2023 20:50:00,,205B,2,GH  ,03
EW 7177 ,357066,DAGWK ,A319,HAM ,S,16.10.2023 20:50:00,,117B,1,SPL ,53
OS  117 ,357925,OELWQ ,E195,VIE ,L,16.10.2023 20:50:00,,221 ,2,SPL ,03
LH 5353 ,358770,,A319,CGN ,S,16.10.2023 20:50:00,,,1,GH  ,53
LH 5382 ,358779,,A319,HAM ,S,16.10.2023 20:50:00,,,1,GH  ,53
AM 6255 ,358601,,E190,AMS ,S,16.10.2023 20:55:00,,,1,GH  ,53
KM 2954 ,371799,,A20N,CTA ,S,16.10.2023 20:55:00,,,2,GH  ,53
KL 1800 ,357136,,E190,AMS ,S,16.10.2023 20:55:00,,119 ,1,SPL ,53
MF 9980 ,358897,,E190,AMS ,S,16.10.2023 20:55:00,,,1,GH  ,53
WY 5419 ,359361,,E190,AMS ,S,16.10.2023 20:55:00,,,1,GH  ,53
LH 1904 ,357621,DAINO ,A20N,CTA ,S,16.10.2023 20:55:00,,222B,2,GH  ,53
LH 1755 ,357319,DAIWC ,A320,ATH ,L,16.10.2023 20:55:00,,253 ,2,GH  ,03
A3 1802 ,356720,,A320,ATH ,L,16.10.2023 20:55:00,,,2,GH  ,03
LH 1769 ,389347,DAIEE ,A21N,,N,16.10.2023 20:55:00,,212B,,GH  ,03
LH 1953 ,357427,DAIZO ,A320,BER ,L,16.10.2023 21:00:00,,202B,2,GH  ,03
EJU4278 ,356971,OELQI ,A319,NAP ,S,16.10.2023 21:00:00,,121 ,1,SPL ,53
LH 2519 ,357681,DAIJI ,A20N,DUB ,L,16.10.2023 21:00:00,,302B,2,GH  ,03
OS 7347 ,358987,,A320,NAP ,S,16.10.2023 21:00:00,,,2,SPL ,53
VY 1817 ,358373,ECNYC ,A21N,BCN ,S,16.10.2023 21:00:00,,120 ,1,SPL ,53
IB 5085 ,358688,,A321,BCN ,S,16.10.2023 21:00:00,,,1,SPL ,53
LX 1111 ,357815,HBJBI ,BCS1,ZRH ,S,16.10.2023 21:00:00,,313 ,2,SPL ,53
LX 3626 ,357820,,CRJ9,ZRH ,L,16.10.2023 21:00:00,,,2,SPL ,03
LH  123 ,357187,DAIQS ,A320,FRA ,S,16.10.2023 21:00:00,,208 ,2,SPL ,53
SK 3672 ,359060,,A320,NAP ,S,16.10.2023 21:00:00,,,2,SPL ,53
WY 5273 ,358386,,A320,MAD ,L,16.10.2023 21:00:00,,,2,GH  ,01
SN 7181 ,359080,,A320,NAP ,S,16.10.2023 21:00:00,,,2,SPL ,53
LH 1880 ,357304,DAIUG ,A320,NAP ,S,16.10.2023 21:00:00,,248A,2,GH  ,53
LH 1805 ,357341,DAIZN ,A320,MAD ,L,16.10.2023 21:00:00,,246 ,2,GH  ,03
LH 2373 ,357604,DACNU ,CRJ9,ZRH ,L,16.10.2023 21:00:00,,343N,2,SPL ,03
LH 5750 ,358788,,BCS3,ZRH ,S,16.10.2023 21:00:00,,,2,SPL ,53
AV 6506 ,356882,,A320,MAD ,L,16.10.2023 21:00:00,,,2,SPL ,03
CFWPF   ,374889,CFWPF ,GL7T,KTEB,L,16.10.2023 21:05:00,,803D, ,GH  ,03
LH 2103 ,357494,DAIBD ,A319,HAJ ,L,16.10.2023 21:05:00,,213B,2,GH  ,03
SK 3649 ,358027,,A320,CPH ,L,16.10.2023 21:05:00,,,2,SPL ,03
EZY2197 ,357085,GEZWB ,A320,MAN ,L,16.10.2023 21:05:00,,111A,1,SPL ,03
LH 2443 ,357638,DAIDH ,A321,CPH ,L,16.10.2023 21:05:00,,309 ,2,GH  ,03
SN 2648 ,358051,OOSNE ,A320,BRU ,S,16.10.2023 21:10:00,,310 ,2,SPL ,53
LH 2034 ,357546,DAIBE ,A319,DUS ,S,16.10.2023 21:10:00,,207A,2,GH  ,53
LH  120 ,357188,DAIZF ,A320,FRA ,L,16.10.2023 21:10:00,,214 ,2,SPL ,03
WY 5280 ,358388,,A320,OSL ,L,16.10.2023 21:10:00,,,2,GH  ,03
SK 3324 ,359043,,A319,BIO ,S,16.10.2023 21:10:00,,,2,SPL ,53
SK 3681 ,358031,,A320,OSL ,L,16.10.2023 21:10:00,,,2,SPL ,03
LH 2455 ,357644,DAIWK ,A320,OSL ,L,16.10.2023 21:10:00,,222B,2,GH  ,03
TP 7648 ,359161,,A319,DUS ,S,16.10.2023 21:10:00,,,2,SPL ,53
LH 5630 ,358783,,A320,BRU ,S,16.10.2023 21:10:00,,,2,GH  ,53
LH 1830 ,357323,DAIBM ,A319,BIO ,S,16.10.2023 21:10:00,,317A,2,GH  ,53
TG 7662 ,358119,,A321,FRA ,L,16.10.2023 21:10:00,,,2,GH  ,03
AI 8811 ,356870,,A321,FRA ,L,16.10.2023 21:10:00,,,2,GH  ,03
EN 8237 ,357002,IADJQ ,E195,VCE ,L,16.10.2023 21:15:00,,217B,2,SPL ,03
UA 7274 ,359208,,DH8D,ZAG ,S,16.10.2023 21:15:00,,,2,GH  ,53
WY 5263 ,358384,,A21N,HEL ,L,16.10.2023 21:15:00,,,2,GH  ,01
OU 5428 ,359014,,A321,HAM ,S,16.10.2023 21:15:00,,,2,GH  ,53
LH 9453 ,357766,,E195,VCE ,L,16.10.2023 21:15:00,,,2,SPL ,03
LH 5998 ,358796,,DH8D,ZAG ,S,16.10.2023 21:15:00,,,2,GH  ,53
SK 9324 ,359071,,DH8D,ZAG ,S,16.10.2023 21:15:00,,,2,SPL ,53
LH 2465 ,357649,DAIEG ,A21N,HEL ,L,16.10.2023 21:15:00,,208 ,2,GH  ,03
TP 6865 ,359141,,DH8D,ZAG ,S,16.10.2023 21:15:00,,,2,SPL ,53
TP 7612 ,359160,,A321,HAM ,S,16.10.2023 21:15:00,,,2,SPL ,53
OS 7438 ,357945,,A21N,HEL ,L,16.10.2023 21:15:00,,,2,SPL ,03
OU  437 ,357957,9ACQE ,DH8D,ZAG ,S,16.10.2023 21:15:00,,263N,2,GH  ,53
LH 2078 ,357335,DAIRX ,A321,HAM ,S,16.10.2023 21:15:00,,210A,2,GH  ,53
LH 2323 ,357588,DACKH ,CRJ9,LUX ,L,16.10.2023 21:15:00,,233 ,2,SPL ,03
GF 6023 ,371773,,A321,IST ,L,16.10.2023 21:20:00,,,1,GH  ,01
UA 8911 ,359236,,A320,TLS ,S,16.10.2023 21:20:00,,,2,GH  ,53
QY 4106 ,358000,,B734,LEJ ,L,16.10.2023 21:20:00,,902 ,1,SPL ,03
LH 2222 ,357284,DAIWE ,A320,TLS ,S,16.10.2023 21:20:00,,251B,2,GH  ,53
SK 3658 ,359059,,A320,TLS ,S,16.10.2023 21:20:00,,,2,SPL ,53
EZY8641 ,357091,GEZDK ,A319,LGW ,L,16.10.2023 21:20:00,,115A,1,SPL ,03
LH 2253 ,357553,DACNO ,CRJ9,LYS ,L,16.10.2023 21:20:00,,234 ,2,SPL ,03
TP 6694 ,359138,,A320,OPO ,S,16.10.2023 21:20:00,,,2,SPL ,53
TK 1637 ,358132,,A321,IST ,L,16.10.2023 21:20:00,,187 ,1,GH  ,03
UA 6910 ,358230,,A321,IST ,L,16.10.2023 21:20:00,,,1,GH  ,01
OZ 6925 ,357981,,A321,IST ,L,16.10.2023 21:20:00,,,1,GH  ,01
LH 1788 ,357331,DAIUE ,A320,OPO ,S,16.10.2023 21:20:00,,255 ,2,GH  ,53
EN 8735 ,357039,IADJU ,E195,DRS ,L,16.10.2023 21:25:00,,317B,2,SPL ,03
LH 9427 ,357756,,E195,DRS ,L,16.10.2023 21:25:00,,,2,SPL ,03
EN 8279 ,357018,IADJX ,E195,MXP ,L,16.10.2023 21:30:00,,518S,2,SPL ,03
PA 9999 ,902,TEST  ,,MUC ,L,16.10.2023 21:30:00,,,2,GH  ,03
PA 1111 ,402,TEST  ,,GPS ,S,16.10.2023 21:30:00,,,1,GH  ,53
PA 2222 ,502,TEST  ,,GPS ,S,16.10.2023 21:30:00,,,1,GH  ,53
PA 3333 ,602,TEST  ,,GPS ,S,16.10.2023 21:30:00,,,1,GH  ,53
PA 5555 ,802,TEST  ,,GPS ,S,16.10.2023 21:30:00,,,1,GH  ,53
PA 4444 ,702,TEST  ,,GPS ,S,16.10.2023 21:30:00,,,1,GH  ,53
OU 5432 ,359016,,A321,BER ,S,16.10.2023 21:30:00,,,2,GH  ,53
LH 2420 ,357477,DAISD ,A321,ARN ,S,16.10.2023 21:30:00,,249A,2,GH  ,53
LH 2073 ,357481,DAIUD ,A320,HAM ,L,16.10.2023 21:30:00,,210A,2,GH  ,03
A3 1418 ,358423,,A321,ARN ,S,16.10.2023 21:30:00,,,2,GH  ,53
SK 3654 ,359057,,A321,ARN ,S,16.10.2023 21:30:00,,,2,SPL ,53
LH 9515 ,357780,,E195,MXP ,L,16.10.2023 21:30:00,,,2,SPL ,03
TP 7726 ,359171,,A321,BER ,S,16.10.2023 21:30:00,,,2,SPL ,53
TP 7774 ,359181,,A321,ARN ,S,16.10.2023 21:30:00,,,2,SPL ,53
LH 1962 ,357619,DAIDN ,A321,BER ,S,16.10.2023 21:30:00,,216 ,2,GH  ,53
LH 1835 ,357367,DAIUW ,A320,AGP ,L,16.10.2023 21:30:00,,310 ,2,GH  ,03
LH 1989 ,357442,DACNV ,CRJ9,CGN ,L,16.10.2023 21:30:00,,263N,2,SPL ,03
LH 3810 ,358755,,BUS ,NUE ,S,16.10.2023 21:30:00,,,2,GH  ,53
LH 2141 ,357503,DACNG ,CRJ9,FMO ,L,16.10.2023 21:35:00,,344N,2,SPL ,03
LH 6326 ,358802,,E195,VIE ,S,16.10.2023 21:35:00,,,2,SPL ,53
OS  118 ,357926,OELWQ ,E195,VIE ,S,16.10.2023 21:35:00,,221 ,2,SPL ,53
LH 2484 ,357426,DAIJA ,A20N,LHR ,S,16.10.2023 21:40:00,,209A,2,GH  ,53
UA 9612 ,359333,,A320,CPH ,S,16.10.2023 21:40:00,,,2,GH  ,53
LH 2027 ,357461,DACNK ,CRJ9,DUS ,L,16.10.2023 21:40:00,,345N,2,SPL ,03
SK 3102 ,359034,,A320,CPH ,S,16.10.2023 21:40:00,,,2,SPL ,53
TP 7746 ,359175,,A320,BRE ,S,16.10.2023 21:40:00,,,2,SPL ,53
TP 7786 ,359184,,A320,CPH ,S,16.10.2023 21:40:00,,,2,SPL ,53
LH 2200 ,357557,DAIWH ,A320,BRE ,S,16.10.2023 21:40:00,,254 ,2,GH  ,53
A3 1492 ,358434,,A320,CPH ,S,16.10.2023 21:40:00,,,2,GH  ,53
A3 1557 ,358444,,A20N,LHR ,S,16.10.2023 21:40:00,,,2,GH  ,53
LH 2446 ,357402,DAIWF ,A320,CPH ,S,16.10.2023 21:40:00,,252B,2,GH  ,53
MS 9011 ,358907,,A21N,CAI ,S,16.10.2023 21:45:00,,,2,GH  ,53
C129999 ,102,TEST  ,,FBA ,S,16.10.2023 21:45:00,,,1,GH  ,53
ABU1234 ,389333,TEST  ,,FBA ,S,16.10.2023 21:45:00,,,1,GH  ,53
LH 2197 ,357528,DACNR ,CRJ9,BRE ,L,16.10.2023 21:45:00,,261N,2,SPL ,03
LH  586 ,357220,DAIEE ,A21N,CAI ,S,16.10.2023 21:45:00,,212B,2,GH  ,53
EZY2198 ,357086,GEZWB ,A320,MAN ,S,16.10.2023 21:45:00,,111A,1,SPL ,53
AC 9282 ,358508,,A21N,CAI ,S,16.10.2023 21:45:00,,,2,SPL ,53
LH 2238 ,357390,DAIWC ,A320,CDG ,S,16.10.2023 21:45:00,,253 ,2,GH  ,53
A3 1446 ,358425,,A320,CDG ,S,16.10.2023 21:45:00,,,2,GH  ,53
LH 2436 ,357242,DACNN ,CRJ9,BLL ,S,16.10.2023 21:50:00,,514S,2,SPL ,53
LH 1994 ,357458,DAILT ,A319,CGN ,S,16.10.2023 21:50:00,,245 ,2,GH  ,53
TP 7882 ,359190,,A319,CGN ,S,16.10.2023 21:50:00,,,2,SPL ,53
EN 8206 ,357022,IADJT ,E195,VCE ,S,16.10.2023 21:55:00,,318B,2,SPL ,53
EN 8212 ,357001,IADJL ,E195,VRN ,S,16.10.2023 21:55:00,,318A,2,SPL ,53
EN 8258 ,356979,IADJV ,E195,TRN ,S,16.10.2023 21:55:00,,211 ,2,SPL ,53
OS 7363 ,358989,,A320,MAN ,S,16.10.2023 21:55:00,,,2,SPL ,53
LH 2504 ,357536,DAIZO ,A320,MAN ,S,16.10.2023 21:55:00,,202B,2,GH  ,53
TP 7776 ,359182,,A319,BHX ,S,16.10.2023 21:55:00,,,2,SPL ,53
EZY8642 ,357092,GEZDK ,A319,LGW ,S,16.10.2023 21:55:00,,115A,1,SPL ,53
LH 9460 ,358836,,E195,VCE ,S,16.10.2023 21:55:00,,,2,SPL ,53
LH 9466 ,358838,,E195,VRN ,S,16.10.2023 21:55:00,,,2,SPL ,53
LH 9476 ,358842,,E195,TRN ,S,16.10.2023 21:55:00,,,2,SPL ,53
LH 2512 ,357627,DAILW ,A319,BHX ,S,16.10.2023 21:55:00,,205B,2,GH  ,53
EN 8322 ,357036,IADJQ ,E195,CLJ ,S,16.10.2023 22:00:00,,217B,2,SPL ,53
